Portfolio value change between 2026-05-22 and 2026-05-25

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.520   0.060   4.11%  153,181  232,835.12   9,190.86
AMP       1.595  -0.005  -0.31%   70,000  111,650.00    -350.00
ASM       1.450  -0.010  -0.68%   57,458   83,314.10    -574.58
BHP      60.120   0.370   0.62%   13,000  781,560.00   4,810.00
CAN       0.005   0.000   0.00%   44,090      220.45       0.00
CBA     164.600  -1.070  -0.65%        0        0.00       0.00
CNB       0.640   0.090  16.36%   10,000    6,400.00     900.00
CSL      98.470  -1.290  -1.29%    2,000  196,940.00  -2,580.00
E25       0.270  -0.005  -1.82%   20,000    5,400.00    -100.00
ERA       0.003   0.001  50.00%  700,000    2,100.00     700.00
PTR       0.110   0.005   4.76%    9,412    1,035.32      47.06
VML       0.130  -0.010  -7.14%    6,000      780.00     -60.00
WBC      36.770   0.220   0.60%        0        0.00       0.00
WDS      30.740  -1.360  -4.24%    1,288   39,593.12  -1,751.68
TOTAL                                   1,461,828.11  10,231.66
