Portfolio value change between 2025-12-05 and 2025-12-08

Ticker    Close     +/-        %    Units       Value   Day Gain
ALK       1.020  -0.035   -3.32%  153,181  156,244.62  -5,361.33
AMP       1.780   0.000    0.00%   70,000  124,600.00       0.00
ASM       0.600  -0.045   -6.98%   57,458   34,474.80  -2,585.61
BHP      44.470  -0.370   -0.83%   16,361  727,573.67  -6,053.57
CAN       0.008  -0.001  -11.11%   44,090      352.72     -44.09
CBA     155.420   1.210    0.78%        0        0.00       0.00
CNB       0.395  -0.020   -4.82%   10,000    3,950.00    -200.00
E25       0.310  -0.028   -8.28%   20,000    6,200.00    -560.00
ERA       0.003   0.000    0.00%  700,000    2,100.00       0.00
PTR       0.250  -0.010   -3.85%    9,412    2,353.00     -94.12
VML       0.185  -0.015   -7.50%    6,000    1,110.00     -90.00
WBC      38.240   0.150    0.39%        0        0.00       0.00
WDS      25.200   0.050    0.20%    1,288   32,457.60      64.40
TOTAL                                    1,091,416.41 -14,924.33
