Portfolio value change between 2026-07-10 and 2026-07-13

Ticker    Close     +/-         %    Units       Value   Day Gain
ALK       1.385  -0.030    -2.12%  153,181  212,155.68  -4,595.43
AMP       1.685   0.020     1.20%   70,000  117,950.00   1,400.00
ASM       1.135   0.000     0.00%   57,458   65,214.83       0.00
BHP      58.340   0.060     0.10%    9,000  525,060.00     540.00
CAN       0.004   0.000     0.00%   44,090      176.36       0.00
CBA     170.000   1.140     0.68%        0        0.00       0.00
CNB       0.535  -0.025    -4.46%   10,000    5,350.00    -250.00
CSL     121.340  -1.550    -1.26%    3,000  364,020.00  -4,650.00
E25       0.230  -0.020    -8.00%   20,000    4,600.00    -400.00
ERA       0.000  -0.002  -100.00%  700,000        0.00  -1,400.00
PTR       0.090   0.005     5.88%    9,412      847.08      47.06
VML       0.105  -0.005    -4.55%    6,000      630.00     -30.00
WBC      36.900   0.360     0.99%        0        0.00       0.00
WDS      29.320   0.270     0.93%    1,288   37,764.16     347.76
TOTAL                                     1,333,768.11  -8,990.61
