Portfolio value change between 2026-03-06 and 2026-03-09

Ticker    Close     +/-        %    Units       Value    Day Gain
ALK       1.535  -0.065   -4.06%  153,181  235,132.83   -9,956.77
AMP       1.200  -0.035   -2.83%   70,000   84,000.00   -2,450.00
ASM       1.465  -0.090   -5.79%   57,458   84,175.97   -5,171.22
BHP      50.100  -2.710   -5.13%   16,361  819,686.10  -44,338.31
CAN       0.006  -0.001  -14.29%   44,090      264.54      -44.09
CBA     169.450  -3.020   -1.75%        0        0.00        0.00
CNB       0.420  -0.030   -6.67%   10,000    4,200.00     -300.00
E25       0.340  -0.025   -6.85%   20,000    6,800.00     -500.00
ERA       0.003  -0.001  -25.00%  700,000    2,100.00     -700.00
PTR       0.185  -0.005   -2.63%    9,412    1,741.22      -47.06
VML       0.175   0.010    6.06%    6,000    1,050.00       60.00
WBC      40.100  -0.900   -2.20%        0        0.00        0.00
WDS      31.360   0.610    1.98%    1,288   40,391.68      785.68
TOTAL                                    1,279,542.34  -62,661.77
