Portfolio value change between 2026-01-08 and 2026-01-09

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.525   0.155  11.31%  153,181  233,601.02  23,743.05
AMP       1.780  -0.035  -1.93%   70,000  124,600.00  -2,450.00
ASM       0.750  -0.005  -0.66%   57,458   43,093.50    -287.29
BHP      47.720   0.380   0.80%   16,361  780,746.92   6,217.18
CAN       0.011   0.002  22.22%   44,090      484.99      88.18
CBA     153.220  -0.120  -0.08%        0        0.00       0.00
CNB       0.540   0.000   0.00%   10,000    5,400.00       0.00
E25       0.400   0.015   3.90%   20,000    8,000.00     300.00
ERA       0.003   0.001  50.00%  700,000    2,100.00     700.00
PTR       0.280  -0.010  -3.45%    9,412    2,635.36     -94.12
VML       0.190   0.000   0.00%    6,000    1,140.00       0.00
WBC      37.900  -0.110  -0.29%        0        0.00       0.00
WDS      23.590   0.640   2.79%    1,288   30,383.92     824.32
TOTAL                                   1,232,185.71  29,041.32
