Portfolio value change between 2025-12-15 and 2025-12-16

Ticker    Close     +/-       %    Units       Value  Day Gain
ALK       1.125  -0.005  -0.44%  153,181  172,328.62   -765.90
AMP       1.835   0.025   1.38%   70,000  128,450.00  1,750.00
ASM       0.560  -0.015  -2.61%   57,458   32,176.48   -861.87
BHP      44.240  -0.030  -0.07%   16,361  723,810.64   -490.83
CAN       0.008   0.000   0.00%   44,090      352.72      0.00
CBA     155.130   0.050   0.03%        0        0.00      0.00
CNB       0.405  -0.015  -3.57%   10,000    4,050.00   -150.00
E25       0.290  -0.015  -4.92%   20,000    5,800.00   -300.00
ERA       0.002   0.000   0.00%  700,000    1,400.00      0.00
PTR       0.250  -0.010  -3.85%    9,412    2,353.00    -94.12
VML       0.180   0.000   0.00%    6,000    1,080.00      0.00
WBC      38.480  -0.410  -1.05%        0        0.00      0.00
WDS      23.990  -0.560  -2.28%    1,288   30,899.12   -721.28
TOTAL                                   1,102,700.59 -1,634.01
