Portfolio value change between 2026-09-18 and 2026-09-21

Ticker    Close     +/-         %    Units       Value   Day Gain
ALK       1.945  -0.025    -1.27%  153,181  297,937.04  -3,829.52
AMP       2.550   0.030     1.19%   70,000  178,500.00   2,100.00
BHP      60.780  -0.270    -0.44%    8,000  486,240.00  -2,160.00
CAN       0.004   0.000     0.00%   44,090      176.36       0.00
CBA     152.990   0.560     0.37%        0        0.00       0.00
CNB       0.920  -0.045    -4.66%   10,000    9,200.00    -450.00
CSL     178.300   2.710     1.54%    4,000  713,200.00  10,840.00
E25       0.235  -0.020    -7.84%   20,000    4,700.00    -400.00
EF2      16.160  -0.160    -0.98%    3,045   49,207.20    -487.20
ERA       0.000  -0.002  -100.00%  700,000        0.00  -1,400.00
PTR       0.100   0.000     0.00%    9,412      941.20       0.00
VML       0.095  -0.001    -1.04%    6,000      570.00      -6.00
WBC      34.930   0.180     0.52%        0        0.00       0.00
WDS      32.440   0.020     0.06%    1,288   41,782.72      25.76
TOTAL                                     1,782,454.52   4,233.04
