Portfolio value change between 2026-03-02 and 2026-03-03

Ticker    Close     +/-        %    Units       Value    Day Gain
ALK       1.725  -0.060   -3.36%  153,181  264,237.23   -9,190.86
AMP       1.220  -0.055   -4.31%   70,000   85,400.00   -3,850.00
ASM       1.675   0.030    1.82%   57,458   96,242.15    1,723.74
BHP      57.700  -1.550   -2.62%   16,361  944,029.70  -25,359.55
CAN       0.007  -0.001  -12.50%   44,090      308.63      -44.09
CBA     173.980   0.490    0.28%        0        0.00        0.00
CNB       0.510   0.010    2.00%   10,000    5,100.00      100.00
E25       0.330  -0.010   -2.94%   20,000    6,600.00     -200.00
ERA       0.003   0.000    0.00%  700,000    2,100.00        0.00
PTR       0.200   0.000    0.00%    9,412    1,882.40        0.00
VML       0.170  -0.005   -2.86%    6,000    1,020.00      -30.00
WBC      41.800   0.000    0.00%        0        0.00        0.00
WDS      30.480   0.240    0.79%    1,288   39,258.24      309.12
TOTAL                                    1,446,178.34  -36,541.64
