Portfolio value change between 2026-04-02 and 2026-04-07

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.555   0.065   4.36%  153,181  238,196.45   9,956.76
AMP       1.265  -0.020  -1.56%   70,000   88,550.00  -1,400.00
ASM       1.465   0.005   0.34%   57,458   84,175.97     287.29
BHP      52.920   1.690   3.30%   16,361  865,824.12  27,650.09
CAN       0.006   0.000   0.00%   44,090      264.54       0.00
CBA     176.940   4.140   2.40%        0        0.00       0.00
CNB       0.440   0.015   3.53%   10,000    4,400.00     150.00
E25       0.320   0.000   0.00%   20,000    6,400.00       0.00
ERA       0.004   0.000   0.00%  700,000    2,800.00       0.00
PTR       0.100   0.000   0.00%    9,412      941.20       0.00
VML       0.135   0.000   0.00%    6,000      810.00       0.00
WBC      40.800   0.950   2.38%        0        0.00       0.00
WDS      35.800   0.870   2.49%    1,288   46,110.40   1,120.56
TOTAL                                   1,338,472.68  37,764.71
