Portfolio value change between 2026-05-11 and 2026-05-12

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.530   0.020   1.32%  153,181  234,366.93   3,063.62
AMP       1.500  -0.020  -1.32%   70,000  105,000.00  -1,400.00
ASM       1.690   0.005   0.30%   57,458   97,104.02     287.29
BHP      59.780   1.450   2.49%   16,361  978,060.58  23,723.45
CAN       0.005   0.000   0.00%   44,090      220.45       0.00
CBA     171.570  -2.440  -1.40%        0        0.00       0.00
CNB       0.540   0.025   4.85%   10,000    5,400.00     250.00
E25       0.287  -0.003  -1.03%   20,000    5,740.00     -60.00
ERA       0.003   0.000   0.00%  700,000    2,100.00       0.00
PTR       0.120   0.005   4.35%    9,412    1,129.44      47.06
VML       0.145   0.010   7.41%    6,000      870.00      60.00
WBC      36.610  -0.510  -1.37%        0        0.00       0.00
WDS      30.740   0.230   0.75%    1,288   39,593.12     296.24
TOTAL                                   1,469,584.54  26,267.66
