Portfolio value change between 2026-02-17 and 2026-02-18

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.665  -0.120  -6.72%  153,181  255,046.37  -18,381.72
AMP       1.400   0.005   0.36%   70,000   98,000.00      350.00
ASM       1.580   0.030   1.94%   57,458   90,783.64    1,723.74
BHP      52.290  -0.450  -0.85%   16,361  855,516.69   -7,362.45
CAN       0.007   0.000   0.00%   44,090      308.63        0.00
CBA     176.250  -1.780  -1.00%        0        0.00        0.00
CNB       0.475  -0.015  -3.06%   10,000    4,750.00     -150.00
E25       0.325   0.005   1.56%   20,000    6,500.00      100.00
ERA       0.003   0.000   0.00%  700,000    2,100.00        0.00
PTR       0.230   0.005   2.22%    9,412    2,164.76       47.06
VML       0.175   0.005   2.94%    6,000    1,050.00       30.00
WBC      40.700  -0.040  -0.10%        0        0.00        0.00
WDS      25.950   0.120   0.46%    1,288   33,423.60      154.56
TOTAL                                   1,349,643.68  -23,488.81
