Portfolio value change between 2026-03-12 and 2026-03-13

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.550  -0.045  -2.82%  153,181  237,430.55   -6,893.14
AMP       1.170   0.010   0.86%   70,000   81,900.00      700.00
ASM       1.490  -0.005  -0.33%   57,458   85,612.42     -287.29
BHP      49.800  -1.180  -2.31%   16,361  814,777.80  -19,305.98
CAN       0.007   0.000   0.00%   44,090      308.63        0.00
CBA     173.760   2.160   1.26%        0        0.00        0.00
CNB       0.415  -0.025  -5.68%   10,000    4,150.00     -250.00
E25       0.335   0.010   3.08%   20,000    6,700.00      200.00
ERA       0.004   0.000   0.00%  700,000    2,800.00        0.00
PTR       0.185   0.000   0.00%    9,412    1,741.22        0.00
VML       0.165   0.000   0.00%    6,000      990.00        0.00
WBC      40.990   0.450   1.11%        0        0.00        0.00
WDS      31.040  -0.010  -0.03%    1,288   39,979.52      -12.88
TOTAL                                   1,276,390.14  -25,849.29
