Portfolio value change between 2026-07-16 and 2026-07-17

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.305  -0.085  -6.12%  153,181  199,901.20  -13,020.38
AMP       2.020   0.120   6.32%   70,000  141,400.00    8,400.00
ASM       1.025  -0.035  -3.30%   57,458   58,894.45   -2,011.03
BHP      57.540  -1.600  -2.71%   11,065  636,680.10  -17,704.00
CAN       0.004   0.000   0.00%   44,090      176.36        0.00
CBA     171.780  -1.350  -0.78%        0        0.00        0.00
CNB       0.490  -0.045  -8.41%   10,000    4,900.00     -450.00
CSL     123.320   1.370   1.12%    3,450  425,454.00    4,726.50
E25       0.235   0.000   0.00%   20,000    4,700.00        0.00
ERA       0.002   0.000   0.00%  700,000    1,400.00        0.00
PTR       0.083  -0.001  -1.19%    9,412      781.20       -9.41
VML       0.100  -0.005  -4.76%    6,000      600.00      -30.00
WBC      36.560  -0.070  -0.19%        0        0.00        0.00
WDS      30.460   0.970   3.29%    1,288   39,232.48    1,249.36
TOTAL                                   1,514,119.79  -18,848.97
