Portfolio value change between 2026-04-01 and 2026-04-02

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.490  -0.050  -3.25%  153,181  228,239.69   -7,659.05
AMP       1.285  -0.030  -2.28%   70,000   89,950.00   -2,100.00
ASM       1.460  -0.025  -1.68%   57,458   83,888.68   -1,436.45
BHP      51.230  -1.330  -2.53%   16,361  838,174.03  -21,760.13
CAN       0.006   0.000   0.00%   44,090      264.54        0.00
CBA     172.800   0.900   0.52%        0        0.00        0.00
CNB       0.425  -0.025  -5.56%   10,000    4,250.00     -250.00
E25       0.320   0.005   1.59%   20,000    6,400.00      100.00
ERA       0.003   0.000   0.00%  700,000    2,100.00        0.00
PTR       0.100   0.000   0.00%    9,412      941.20        0.00
VML       0.135  -0.005  -3.57%    6,000      810.00      -30.00
WBC      39.850  -0.210  -0.52%        0        0.00        0.00
WDS      34.930  -0.160  -0.46%    1,288   44,989.84     -206.08
TOTAL                                   1,300,007.98  -33,341.71
