Portfolio value change between 2026-01-23 and 2026-01-27

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.645   0.035   2.17%  153,181  251,982.74   5,361.33
AMP       1.747   0.017   0.98%   70,000  122,290.00   1,190.00
ASM       1.710  -0.110  -6.04%   57,458   98,253.18  -6,320.38
BHP      49.615   1.185   2.45%   16,361  811,751.02  19,387.79
CAN       0.009   0.000   0.00%   44,090      396.81       0.00
CBA     150.395   0.915   0.61%        0        0.00       0.00
CNB       0.545   0.030   5.83%   10,000    5,450.00     300.00
E25       0.400  -0.015  -3.61%   20,000    8,000.00    -300.00
ERA       0.003   0.000   0.00%  700,000    2,100.00       0.00
PTR       0.280  -0.005  -1.75%    9,412    2,635.36     -47.06
VML       0.180  -0.010  -5.26%    6,000    1,080.00     -60.00
WBC      39.000   0.260   0.67%        0        0.00       0.00
WDS      24.350   0.270   1.12%    1,288   31,362.80     347.76
TOTAL                                   1,335,301.91  19,859.44
