Portfolio value change between 2026-07-02 and 2026-07-03

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.440   0.090   6.67%  153,181  220,580.64  13,786.29
AMP       1.715   0.035   2.08%   70,000  120,050.00   2,450.00
ASM       1.160  -0.035  -2.93%   57,458   66,651.28  -2,011.03
BHP      60.500   0.930   1.56%    9,000  544,500.00   8,370.00
CAN       0.004   0.000   0.00%   44,090      176.36       0.00
CBA     165.020   3.880   2.41%        0        0.00       0.00
CNB       0.600   0.005   0.84%   10,000    6,000.00      50.00
CSL     121.810   4.060   3.45%    3,000  365,430.00  12,180.00
E25       0.225   0.005   2.27%   20,000    4,500.00     100.00
ERA       0.002   0.000   0.00%  700,000    1,400.00       0.00
PTR       0.096  -0.001  -1.03%    9,412      903.55      -9.41
VML       0.105   0.003   2.94%    6,000      630.00      18.00
WBC      35.690   0.230   0.65%        0        0.00       0.00
WDS      27.870  -0.160  -0.57%    1,288   35,896.56    -206.08
TOTAL                                   1,366,718.39  34,727.77
