Portfolio value change between 2026-07-01 and 2026-07-02

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.350   0.030   2.27%  153,181  206,794.35   4,595.43
AMP       1.680   0.000   0.00%   70,000  117,600.00       0.00
ASM       1.195  -0.015  -1.24%   57,458   68,662.31    -861.87
BHP      59.570  -0.350  -0.58%    9,000  536,130.00  -3,150.00
CAN       0.004   0.000   0.00%   44,090      176.36       0.00
CBA     161.140   0.410   0.26%        0        0.00       0.00
CNB       0.595   0.000   0.00%   10,000    5,950.00       0.00
CSL     117.750  -0.620  -0.52%    3,000  353,250.00  -1,860.00
E25       0.220   0.010   4.76%   20,000    4,400.00     200.00
ERA       0.002   0.000   0.00%  700,000    1,400.00       0.00
PTR       0.097   0.001   1.04%    9,412      912.96       9.41
VML       0.102  -0.003  -2.86%    6,000      612.00     -18.00
WBC      35.460   0.760   2.19%        0        0.00       0.00
WDS      28.030  -0.370  -1.30%    1,288   36,102.64    -476.56
TOTAL                                   1,331,990.62  -1,561.59
