Portfolio value change between 2026-03-25 and 2026-03-26

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.435  -0.035  -2.38%  153,181  219,814.74  -5,361.33
AMP       1.270  -0.005  -0.39%   70,000   88,900.00    -350.00
ASM       1.465   0.015   1.03%   57,458   84,175.97     861.87
BHP      50.230   0.110   0.22%   16,361  821,813.03   1,799.71
CAN       0.006   0.000   0.00%   44,090      264.54       0.00
CBA     173.180   1.010   0.59%        0        0.00       0.00
CNB       0.400  -0.040  -9.09%   10,000    4,000.00    -400.00
E25       0.335  -0.015  -4.29%   20,000    6,700.00    -300.00
ERA       0.003   0.000   0.00%  700,000    2,100.00       0.00
PTR       0.100   0.000   0.00%    9,412      941.20       0.00
VML       0.145   0.010   7.41%    6,000      870.00      60.00
WBC      40.460   0.080   0.20%        0        0.00       0.00
WDS      34.380   0.760   2.26%    1,288   44,281.44     978.88
TOTAL                                   1,273,860.91  -2,710.87
