Portfolio value change between 2025-12-09 and 2025-12-10

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.075   0.070   6.97%  153,181  164,669.57  10,722.67
AMP       1.800   0.030   1.69%   70,000  126,000.00   2,100.00
ASM       0.580   0.010   1.75%   57,458   33,325.64     574.58
BHP      44.540   0.240   0.54%   16,361  728,718.94   3,926.64
CAN       0.008   0.000   0.00%   44,090      352.72       0.00
CBA     153.820  -0.710  -0.46%        0        0.00       0.00
CNB       0.385   0.010   2.67%   10,000    3,850.00     100.00
E25       0.305   0.010   3.39%   20,000    6,100.00     200.00
ERA       0.003   0.001  50.00%  700,000    2,100.00     700.00
PTR       0.255  -0.002  -0.78%    9,412    2,400.06     -18.82
VML       0.180   0.005   2.86%    6,000    1,080.00      30.00
WBC      37.760  -0.270  -0.71%        0        0.00       0.00
WDS      24.690  -0.210  -0.84%    1,288   31,800.72    -270.48
TOTAL                                   1,100,397.65  18,064.59
