Portfolio value change between 2026-04-27 and 2026-04-28

Ticker    Close     +/-        %    Units       Value    Day Gain
ALK       1.550  -0.035   -2.21%  153,181  237,430.55   -5,361.33
AMP       1.430  -0.010   -0.69%   70,000  100,100.00     -700.00
ASM       1.620   0.030    1.89%   57,458   93,081.96    1,723.74
BHP      55.430  -0.730   -1.30%   16,361  906,890.23  -11,943.53
CAN       0.006   0.000    0.00%   44,090      264.54        0.00
CBA     174.610   1.530    0.88%        0        0.00        0.00
CNB       0.485  -0.070  -12.61%   10,000    4,850.00     -700.00
E25       0.295  -0.005   -1.67%   20,000    5,900.00     -100.00
ERA       0.003  -0.001  -25.00%  700,000    2,100.00     -700.00
PTR       0.093  -0.005   -5.10%    9,412      875.32      -47.06
VML       0.140  -0.015   -9.68%    6,000      840.00      -90.00
WBC      38.620  -0.360   -0.92%        0        0.00        0.00
WDS      32.400   0.270    0.84%    1,288   41,731.20      347.76
TOTAL                                    1,394,063.80  -17,570.42
