Portfolio value change between 2026-09-09 and 2026-09-10

Ticker    Close     +/-         %    Units       Value    Day Gain
ALK       1.882  -0.008    -0.42%  153,181  288,286.64   -1,225.45
AMP       2.455  -0.015    -0.61%   70,000  171,850.00   -1,050.00
ASM       0.000   0.000     0.00%   57,458        0.00        0.00
BHP      62.475  -2.105    -3.26%    8,000  499,800.00  -16,840.00
CAN       0.005   0.000     0.00%   44,090      220.45        0.00
CBA     152.300  -2.950    -1.90%        0        0.00        0.00
CNB       0.945  -0.020    -2.07%   10,000    9,450.00     -200.00
CSL     168.480  -2.730    -1.59%    4,000  673,920.00  -10,920.00
E25       0.280   0.010     3.70%   20,000    5,600.00      200.00
ERA       0.000  -0.002  -100.00%  700,000        0.00   -1,400.00
PTR       0.000  -0.105  -100.00%    9,412        0.00     -988.26
VML       0.000  -0.095  -100.00%    6,000        0.00     -570.00
WBC      33.900  -0.490    -1.42%        0        0.00        0.00
WDS      32.890  -0.250    -0.75%    1,288   42,362.32     -322.00
TOTAL                                     1,691,489.41  -33,315.71
