Portfolio value change between 2026-07-14 and 2026-07-15

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.390  -0.015  -1.07%  153,181  212,921.59  -2,297.72
AMP       1.730   0.035   2.06%   70,000  121,100.00   2,450.00
ASM       1.135   0.030   2.71%   57,458   65,214.83   1,723.74
BHP      60.560   1.850   3.15%   11,065  670,096.40  20,470.25
CAN       0.004   0.000   0.00%   44,090      176.36       0.00
CBA     170.000   0.700   0.41%        0        0.00       0.00
CNB       0.535   0.005   0.94%   10,000    5,350.00      50.00
CSL     121.750  -1.210  -0.98%    3,450  420,037.50  -4,174.50
E25       0.240   0.005   2.13%   20,000    4,800.00     100.00
ERA       0.002   0.000   0.00%  700,000    1,400.00       0.00
PTR       0.085  -0.003  -3.41%    9,412      800.02     -28.24
VML       0.100  -0.005  -4.76%    6,000      600.00     -30.00
WBC      36.580  -0.060  -0.16%        0        0.00       0.00
WDS      29.930  -0.270  -0.89%    1,288   38,549.84    -347.76
TOTAL                                   1,541,046.54  17,915.78
