Portfolio value change between 2026-05-08 and 2026-05-11

Ticker    Close     +/-        %    Units       Value   Day Gain
ALK       1.510  -0.010   -0.66%  153,181  231,303.31  -1,531.81
AMP       1.520   0.000    0.00%   70,000  106,400.00       0.00
ASM       1.685  -0.110   -6.13%   57,458   96,816.73  -6,320.38
BHP      58.330   0.380    0.66%   16,361  954,337.13   6,217.18
CAN       0.005   0.000    0.00%   44,090      220.45       0.00
CBA     174.010  -1.900   -1.08%        0        0.00       0.00
CNB       0.515   0.040    8.42%   10,000    5,150.00     400.00
E25       0.290   0.008    2.84%   20,000    5,800.00     160.00
ERA       0.003  -0.001  -25.00%  700,000    2,100.00    -700.00
PTR       0.115   0.000    0.00%    9,412    1,082.38       0.00
VML       0.135  -0.005   -3.57%    6,000      810.00     -30.00
WBC      37.120  -0.320   -0.85%        0        0.00       0.00
WDS      30.510   0.460    1.53%    1,288   39,296.88     592.48
TOTAL                                    1,443,316.88  -1,212.53
