Portfolio value change between 2025-11-20 and 2025-11-21

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       0.900  -0.060  -6.25%  153,181  137,862.90   -9,190.86
AMP       1.635  -0.015  -0.91%   70,000  114,450.00   -1,050.00
ASM       0.610  -0.060  -8.96%   57,458   35,049.38   -3,447.48
BHP      40.370  -1.350  -3.24%   16,361  660,493.57  -22,087.35
CAN       0.011   0.000   0.00%   44,090      484.99        0.00
CBA     153.060   0.060   0.04%        0        0.00        0.00
CNB       0.355  -0.030  -7.79%   10,000    3,550.00     -300.00
E25       0.280  -0.015  -5.08%   20,000    5,600.00     -300.00
ERA       0.003   0.000   0.00%  700,000    2,100.00        0.00
PTR       0.275  -0.015  -5.17%    9,412    2,588.30     -141.18
VML       0.225  -0.010  -4.26%    6,000    1,350.00      -60.00
WBC      37.130  -0.620  -1.64%        0        0.00        0.00
WDS      25.410  -0.710  -2.72%    1,288   32,728.08     -914.48
TOTAL                                     996,257.22  -37,491.35
