Portfolio value change between 2026-09-08 and 2026-09-09

Ticker    Close     +/-        %    Units       Value    Day Gain
ALK       1.890  -0.030   -1.56%  153,181  289,512.09   -4,595.43
AMP       2.470   0.030    1.23%   70,000  172,900.00    2,100.00
ASM       0.000   0.000    0.00%   57,458        0.00        0.00
BHP      64.580   2.030    3.25%    8,000  516,640.00   16,240.00
CAN       0.005   0.000    0.00%   44,090      220.45        0.00
CBA     155.250  -3.440   -2.17%        0        0.00        0.00
CNB       0.965   0.005    0.52%   10,000    9,650.00       50.00
CSL     171.210  -3.590   -2.05%    4,000  684,840.00  -14,360.00
E25       0.270   0.000    0.00%   20,000    5,400.00        0.00
ERA       0.002   0.000    0.00%  700,000    1,400.00        0.00
PTR       0.105  -0.015  -12.50%    9,412      988.26     -141.18
VML       0.095   0.000    0.00%    6,000      570.00        0.00
WBC      34.390  -0.190   -0.55%        0        0.00        0.00
WDS      33.140   0.840    2.60%    1,288   42,684.32    1,081.92
TOTAL                                    1,724,805.12      375.31
