Portfolio value change between 2025-11-27 and 2025-11-28

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.015   0.035   3.57%  153,181  155,478.71   5,361.33
AMP       1.735   0.025   1.46%   70,000  121,450.00   1,750.00
ASM       0.665   0.015   2.31%   57,458   38,209.57     861.87
BHP      41.670  -0.070  -0.17%   16,361  681,762.87  -1,145.27
CAN       0.010   0.000   0.00%   44,090      440.90       0.00
CBA     152.510  -1.730  -1.12%        0        0.00       0.00
CNB       0.390   0.010   2.63%   10,000    3,900.00     100.00
E25       0.320   0.020   6.67%   20,000    6,400.00     400.00
ERA       0.002   0.000   0.00%  700,000    1,400.00       0.00
PTR       0.265   0.000   0.00%    9,412    2,494.18       0.00
VML       0.230   0.000   0.00%    6,000    1,380.00       0.00
WBC      37.590  -0.300  -0.79%        0        0.00       0.00
WDS      24.930  -0.090  -0.36%    1,288   32,109.84    -115.92
TOTAL                                   1,045,026.08   7,212.01
