Portfolio value change between 2026-04-28 and 2026-04-29

Ticker    Close     +/-        %    Units       Value   Day Gain
ALK       1.545  -0.005   -0.32%  153,181  236,664.64    -765.91
AMP       1.425  -0.005   -0.35%   70,000   99,750.00    -350.00
ASM       1.605  -0.015   -0.93%   57,458   92,220.09    -861.87
BHP      54.950  -0.480   -0.87%   16,361  899,036.95  -7,853.28
CAN       0.005  -0.001  -16.67%   44,090      220.45     -44.09
CBA     172.180  -2.430   -1.39%        0        0.00       0.00
CNB       0.470  -0.015   -3.09%   10,000    4,700.00    -150.00
E25       0.290  -0.005   -1.69%   20,000    5,800.00    -100.00
ERA       0.003  -0.001  -25.00%  700,000    2,100.00    -700.00
PTR       0.096   0.003    3.23%    9,412      903.55      28.24
VML       0.140   0.000    0.00%    6,000      840.00       0.00
WBC      38.220  -0.400   -1.04%        0        0.00       0.00
WDS      33.050   0.650    2.01%    1,288   42,568.40     837.20
TOTAL                                    1,384,804.09  -9,959.71
