Portfolio value change between 2026-08-06 and 2026-08-07

Ticker    Close     +/-         %    Units       Value   Day Gain
ALK       1.500   0.035     2.39%  153,181  229,771.50   5,361.33
AMP       2.385   0.075     3.25%   70,000  166,950.00   5,250.00
ASM       1.120   0.085     8.21%   57,458   64,352.96   4,883.93
BHP      62.840   0.020     0.03%   11,065  695,324.60     221.30
CAN       0.003   0.000     0.00%   44,090      132.27       0.00
CBA     177.660  -2.210    -1.23%        0        0.00       0.00
CNB       0.870   0.025     2.96%   10,000    8,700.00     250.00
CSL     131.620  -0.740    -0.56%    4,000  526,480.00  -2,960.00
E25       0.000  -0.275  -100.00%   20,000        0.00  -5,500.00
ERA       0.000  -0.002  -100.00%  700,000        0.00  -1,400.00
PTR       0.091  -0.001    -1.09%    9,412      856.49      -9.41
VML       0.000  -0.100  -100.00%    6,000        0.00    -600.00
WBC      37.930  -0.600    -1.56%        0        0.00       0.00
WDS      31.980   0.260     0.82%    1,288   41,190.24     334.88
TOTAL                                     1,733,758.06   5,832.03
