Portfolio value change between 2025-11-13 and 2025-11-14

Ticker    Close     +/-         %    Units       Value    Day Gain
ALK       1.020  -0.075    -6.85%  153,181  156,244.62  -11,488.57
AMP       1.650  -0.015    -0.90%   70,000  115,500.00   -1,050.00
ASM       0.650  -0.050    -7.14%   57,458   37,347.70   -2,872.90
BHP      42.750  -0.580    -1.34%   16,361  699,432.75   -9,489.38
CAN       0.011   0.000     0.00%   44,090      484.99        0.00
CBA     157.300  -2.890    -1.80%        0        0.00        0.00
CNB       0.380   0.010     2.70%   10,000    3,800.00      100.00
E25       0.295  -0.015    -4.84%   20,000    5,900.00     -300.00
ERA       0.000  -0.002  -100.00%  700,000        0.00   -1,400.00
PTR       0.280   0.000     0.00%    9,412    2,635.36        0.00
VML       0.235  -0.020    -7.84%    6,000    1,410.00     -120.00
WBC      38.810  -0.630    -1.60%        0        0.00        0.00
WDS      26.240   0.080     0.31%    1,288   33,797.12      103.04
TOTAL                                     1,056,552.54  -26,517.81
