Portfolio value change between 2026-01-06 and 2026-01-07

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.370  -0.010  -0.72%  153,181  209,857.97  -1,531.81
AMP       1.810   0.020   1.12%   70,000  126,700.00   1,400.00
ASM       0.775   0.055   7.64%   57,458   44,529.95   3,160.19
BHP      47.700   0.480   1.02%   16,361  780,419.70   7,853.28
CAN       0.010   0.000   0.00%   44,090      440.90       0.00
CBA     153.230  -2.620  -1.68%        0        0.00       0.00
CNB       0.550  -0.010  -1.79%   10,000    5,500.00    -100.00
E25       0.370   0.030   8.82%   20,000    7,400.00     600.00
ERA       0.003   0.000   0.00%  700,000    2,100.00       0.00
PTR       0.285   0.000   0.00%    9,412    2,682.42       0.00
VML       0.190   0.020  11.76%    6,000    1,140.00     120.00
WBC      37.520  -0.670  -1.75%        0        0.00       0.00
WDS      22.860  -0.660  -2.81%    1,288   29,443.68    -850.08
TOTAL                                   1,210,214.62  10,651.58
