Portfolio value change between 2026-01-05 and 2026-01-06

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.380   0.020   1.47%  153,181  211,389.78   3,063.62
AMP       1.790  -0.040  -2.19%   70,000  125,300.00  -2,800.00
ASM       0.720   0.015   2.13%   57,458   41,369.76     861.87
BHP      47.220   0.740   1.59%   16,361  772,566.42  12,107.14
CAN       0.010   0.000   0.00%   44,090      440.90       0.00
CBA     155.850  -4.730  -2.95%        0        0.00       0.00
CNB       0.560   0.075  15.46%   10,000    5,600.00     750.00
E25       0.340   0.000   0.00%   20,000    6,800.00       0.00
ERA       0.003   0.000   0.00%  700,000    2,100.00       0.00
PTR       0.285   0.000   0.00%    9,412    2,682.42       0.00
VML       0.170  -0.010  -5.56%    6,000    1,020.00     -60.00
WBC      38.190  -0.860  -2.20%        0        0.00       0.00
WDS      23.520   0.190   0.81%    1,288   30,293.76     244.72
TOTAL                                   1,199,563.04  14,167.35
