Portfolio value change between 2026-04-15 and 2026-04-16

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.855  -0.020  -1.07%  153,181  284,150.76  -3,063.62
AMP       1.445   0.050   3.58%   70,000  101,150.00   3,500.00
ASM       1.600   0.085   5.61%   57,458   91,932.80   4,883.93
BHP      55.920  -0.190  -0.34%   16,361  914,907.12  -3,108.59
CAN       0.005   0.000   0.00%   44,090      220.45       0.00
CBA     178.110  -5.080  -2.77%        0        0.00       0.00
CNB       0.475   0.020   4.40%   10,000    4,750.00     200.00
E25       0.335   0.000   0.00%   20,000    6,700.00       0.00
ERA       0.004   0.000   0.00%  700,000    2,800.00       0.00
PTR       0.110   0.005   4.76%    9,412    1,035.32      47.06
VML       0.135  -0.005  -3.57%    6,000      810.00     -30.00
WBC      40.020  -0.670  -1.65%        0        0.00       0.00
WDS      32.810  -0.350  -1.06%    1,288   42,259.28    -450.80
TOTAL                                   1,450,715.73   1,977.98
