Portfolio value change between 2026-08-31 and 2026-09-01

Ticker    Close     +/-         %    Units       Value    Day Gain
ALK       1.940   0.040     2.11%  153,181  297,171.14    6,127.24
AMP       2.460   0.080     3.36%   70,000  172,200.00    5,600.00
ASM       0.000  -1.170  -100.00%   57,458        0.00  -67,225.86
BHP      66.840   0.610     0.92%    9,000  601,560.00    5,490.00
CAN       0.004   0.000     0.00%   44,090      176.36        0.00
CBA     159.150  -0.750    -0.47%        0        0.00        0.00
CNB       0.980   0.015     1.55%   10,000    9,800.00      150.00
CSL     172.310   0.740     0.43%    4,000  689,240.00    2,960.00
E25       0.270   0.000     0.00%   20,000    5,400.00        0.00
ERA       0.000  -0.002  -100.00%  700,000        0.00   -1,400.00
PTR       0.115   0.005     4.55%    9,412    1,082.38       47.06
VML       0.100   0.000     0.00%    6,000      600.00        0.00
WBC      34.360  -0.190    -0.55%        0        0.00        0.00
WDS      32.700   0.280     0.86%    1,288   42,117.60      360.64
TOTAL                                     1,819,347.48  -47,890.92
