Portfolio value change between 2025-11-28 and 2025-12-01

Ticker    Close     +/-         %    Units       Value   Day Gain
ALK       1.030   0.015     1.48%  153,181  157,776.43   2,297.72
AMP       1.710  -0.025    -1.44%   70,000  119,700.00  -1,750.00
ASM       0.645  -0.020    -3.01%   57,458   37,060.41  -1,149.16
BHP      42.080   0.410     0.98%   16,361  688,470.88   6,708.01
CAN       0.011   0.001    10.00%   44,090      484.99      44.09
CBA     151.640  -0.870    -0.57%        0        0.00       0.00
CNB       0.370  -0.020    -5.13%   10,000    3,700.00    -200.00
E25       0.305  -0.015    -4.69%   20,000    6,100.00    -300.00
ERA       0.002   0.000     0.00%  700,000    1,400.00       0.00
PTR       0.000  -0.265  -100.00%    9,412        0.00  -2,494.18
VML       0.225  -0.005    -2.17%    6,000    1,350.00     -30.00
WBC      37.260  -0.330    -0.88%        0        0.00       0.00
WDS      25.160   0.230     0.92%    1,288   32,406.08     296.24
TOTAL                                     1,048,448.79   3,422.71
