Portfolio value change between 2026-07-09 and 2026-07-10

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.415   0.050   3.66%  153,181  216,751.12   7,659.05
AMP       1.665   0.005   0.30%   70,000  116,550.00     350.00
ASM       1.135   0.020   1.79%   57,458   65,214.83   1,149.16
BHP      58.280   1.410   2.48%    9,000  524,520.00  12,690.00
CAN       0.004   0.000   0.00%   44,090      176.36       0.00
CBA     168.860   0.750   0.45%        0        0.00       0.00
CNB       0.560   0.020   3.70%   10,000    5,600.00     200.00
CSL     122.890  -2.640  -2.10%    3,000  368,670.00  -7,920.00
E25       0.250   0.015   6.38%   20,000    5,000.00     300.00
ERA       0.002   0.000   0.00%  700,000    1,400.00       0.00
PTR       0.085   0.005   6.25%    9,412      800.02      47.06
VML       0.110   0.000   0.00%    6,000      660.00       0.00
WBC      36.540   0.340   0.94%        0        0.00       0.00
WDS      29.050  -0.250  -0.85%    1,288   37,416.40    -322.00
TOTAL                                   1,342,758.73  14,153.27
