Portfolio value change between 2026-06-29 and 2026-06-30

Ticker    Close     +/-         %    Units       Value   Day Gain
ALK       1.370  -0.035    -2.49%  153,181  209,857.97  -5,361.33
AMP       1.605   0.055     3.55%   70,000  112,350.00   3,850.00
ASM       1.215  -0.015    -1.22%   57,458   69,811.47    -861.87
BHP      59.400  -0.420    -0.70%    9,000  534,600.00  -3,780.00
CAN       0.005   0.003   150.00%   44,090      220.45     132.27
CBA     164.620   1.010     0.62%        0        0.00       0.00
CNB       0.585   0.005     0.86%   10,000    5,850.00      50.00
CSL     114.740  -0.650    -0.56%    3,000  344,220.00  -1,950.00
E25       0.210   0.010     5.00%   20,000    4,200.00     200.00
ERA       0.000  -0.002  -100.00%  700,000        0.00  -1,400.00
PTR       0.095   0.003     3.26%    9,412      894.14      28.24
VML       0.100   0.000     0.00%    6,000      600.00       0.00
WBC      35.210  -0.030    -0.09%        0        0.00       0.00
WDS      28.210   0.240     0.86%    1,288   36,334.48     309.12
TOTAL                                     1,318,938.51  -8,783.58
