Portfolio value change between 2026-06-09 and 2026-06-10

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.400  -0.020  -1.41%  153,181  214,453.40  -3,063.62
AMP       1.535  -0.015  -0.97%   70,000  107,450.00  -1,050.00
ASM       1.230  -0.050  -3.91%   57,458   70,673.34  -2,872.90
BHP      60.200   0.120   0.20%   10,000  602,000.00   1,200.00
CAN       0.004   0.000   0.00%   44,090      176.36       0.00
CBA     160.240  -0.240  -0.15%        0        0.00       0.00
CNB       0.605  -0.035  -5.47%   10,000    6,050.00    -350.00
CSL     102.950   3.480   3.50%    3,000  308,850.00  10,440.00
E25       0.220  -0.020  -8.33%   20,000    4,400.00    -400.00
ERA       0.002   0.000   0.00%  700,000    1,400.00       0.00
PTR       0.100  -0.005  -4.76%    9,412      941.20     -47.06
VML       0.105  -0.005  -4.55%    6,000      630.00     -30.00
WBC      35.410   0.700   2.02%        0        0.00       0.00
WDS      31.040  -0.050  -0.16%    1,288   39,979.52     -64.40
TOTAL                                   1,357,003.82   3,762.02
