Portfolio value change between 2026-04-09 and 2026-04-10

Ticker    Close     +/-        %    Units       Value   Day Gain
ALK       1.800   0.010    0.56%  153,181  275,725.80   1,531.81
AMP       1.365   0.055    4.20%   70,000   95,550.00   3,850.00
ASM       1.440  -0.020   -1.37%   57,458   82,739.52  -1,149.16
BHP      53.980  -0.580   -1.06%   16,361  883,166.78  -9,489.38
CAN       0.005  -0.001  -16.67%   44,090      220.45     -44.09
CBA     183.380   0.850    0.47%        0        0.00       0.00
CNB       0.475   0.005    1.06%   10,000    4,750.00      50.00
E25       0.325   0.000    0.00%   20,000    6,500.00       0.00
ERA       0.004   0.000    0.00%  700,000    2,800.00       0.00
PTR       0.120   0.005    4.35%    9,412    1,129.44      47.06
VML       0.135  -0.005   -3.57%    6,000      810.00     -30.00
WBC      42.770   0.120    0.28%        0        0.00       0.00
WDS      33.280  -0.050   -0.15%    1,288   42,864.64     -64.40
TOTAL                                    1,396,256.63  -5,298.16
