Portfolio value change between 2026-09-23 and 2026-09-24

Ticker    Close     +/-         %    Units       Value    Day Gain
ALK       1.895  -0.100    -5.01%  153,181  290,277.99  -15,318.10
AMP       2.660   0.040     1.53%   70,000  186,200.00    2,800.00
BHP      61.020  -1.050    -1.69%    8,000  488,160.00   -8,400.00
CAN       0.004   0.000     0.00%   44,090      176.36        0.00
CBA     149.980  -1.070    -0.71%        0        0.00        0.00
CNB       0.925  -0.020    -2.12%   10,000    9,250.00     -200.00
CSL     179.120  -0.120    -0.07%    4,000  716,480.00     -480.00
E25       0.230  -0.005    -2.13%   20,000    4,600.00     -100.00
EF2      16.250  -0.370    -2.23%    3,045   49,481.25   -1,126.65
ERA       0.000  -0.002  -100.00%  700,000        0.00   -1,400.00
PTR       0.094  -0.001    -1.05%    9,412      884.73       -9.41
VML       0.096  -0.002    -2.04%    6,000      576.00      -12.00
WBC      34.130  -0.630    -1.81%        0        0.00        0.00
WDS      31.610   0.480     1.54%    1,288   40,713.68      618.24
TOTAL                                     1,786,800.01  -23,627.92
