Portfolio value change between 2026-04-30 and 2026-05-01

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.475  -0.025  -1.67%  153,181  225,941.98  -3,829.52
AMP       1.465   0.005   0.34%   70,000  102,550.00     350.00
ASM       1.670   0.120   7.74%   57,458   95,954.86   6,894.96
BHP      54.940   1.220   2.27%   16,361  898,873.34  19,960.42
CAN       0.005   0.000   0.00%   44,090      220.45       0.00
CBA     173.040  -0.620  -0.36%        0        0.00       0.00
CNB       0.480   0.020   4.35%   10,000    4,800.00     200.00
E25       0.290   0.005   1.75%   20,000    5,800.00     100.00
ERA       0.004   0.000   0.00%  700,000    2,800.00       0.00
PTR       0.099   0.001   1.02%    9,412      931.79       9.41
VML       0.150   0.000   0.00%    6,000      900.00       0.00
WBC      38.450  -0.050  -0.13%        0        0.00       0.00
WDS      33.120  -0.430  -1.28%    1,288   42,658.56    -553.84
TOTAL                                   1,381,430.97  23,131.43
