Portfolio value change between 2026-09-21 and 2026-09-22

Ticker    Close     +/-       %    Units       Value  Day Gain
ALK       1.950   0.005   0.26%  153,181  298,702.95    765.90
AMP       2.540  -0.010  -0.39%   70,000  177,800.00   -700.00
BHP      61.220   0.440   0.72%    8,000  489,760.00  3,520.00
CAN       0.004   0.000   0.00%   44,090      176.36      0.00
CBA     152.330  -0.660  -0.43%        0        0.00      0.00
CNB       0.925   0.005   0.54%   10,000    9,250.00     50.00
CSL     180.720   2.420   1.36%    4,000  722,880.00  9,680.00
E25       0.235   0.000   0.00%   20,000    4,700.00      0.00
EF2      16.550   0.390   2.41%    3,045   50,394.75  1,187.55
ERA       0.002   0.000   0.00%  700,000    1,400.00      0.00
PTR       0.100   0.000   0.00%    9,412      941.20      0.00
VML       0.096   0.001   1.05%    6,000      576.00      6.00
WBC      34.910  -0.020  -0.06%        0        0.00      0.00
WDS      31.670  -0.770  -2.37%    1,288   40,790.96   -991.76
TOTAL                                   1,797,372.22 13,517.69
