Portfolio value change between 2025-12-08 and 2025-12-09

Ticker    Close     +/-        %    Units       Value   Day Gain
ALK       1.005  -0.015   -1.47%  153,181  153,946.90  -2,297.72
AMP       1.770  -0.010   -0.56%   70,000  123,900.00    -700.00
ASM       0.570  -0.030   -5.00%   57,458   32,751.06  -1,723.74
BHP      44.300  -0.170   -0.38%   16,361  724,792.30  -2,781.37
CAN       0.008   0.000    0.00%   44,090      352.72       0.00
CBA     154.530  -0.890   -0.57%        0        0.00       0.00
CNB       0.375  -0.020   -5.06%   10,000    3,750.00    -200.00
E25       0.295  -0.015   -4.84%   20,000    5,900.00    -300.00
ERA       0.002  -0.001  -33.33%  700,000    1,400.00    -700.00
PTR       0.257   0.007    2.80%    9,412    2,418.88      65.88
VML       0.175  -0.010   -5.41%    6,000    1,050.00     -60.00
WBC      38.030  -0.210   -0.55%        0        0.00       0.00
WDS      24.900  -0.300   -1.19%    1,288   32,071.20    -386.40
TOTAL                                    1,082,333.07  -9,083.34
