Portfolio value change between 2026-06-30 and 2026-07-01

Ticker    Close     +/-        %    Units       Value   Day Gain
ALK       1.320  -0.050   -3.65%  153,181  202,198.92  -7,659.05
AMP       1.680   0.075    4.67%   70,000  117,600.00   5,250.00
ASM       1.210  -0.005   -0.41%   57,458   69,524.18    -287.29
BHP      59.920   0.520    0.88%    9,000  539,280.00   4,680.00
CAN       0.004  -0.001  -20.00%   44,090      176.36     -44.09
CBA     160.730  -3.890   -2.36%        0        0.00       0.00
CNB       0.595   0.010    1.71%   10,000    5,950.00     100.00
CSL     118.370   3.630    3.16%    3,000  355,110.00  10,890.00
E25       0.210   0.000    0.00%   20,000    4,200.00       0.00
ERA       0.002   0.000    0.00%  700,000    1,400.00       0.00
PTR       0.096   0.001    1.05%    9,412      903.55       9.41
VML       0.105   0.005    5.00%    6,000      630.00      30.00
WBC      34.700  -0.510   -1.45%        0        0.00       0.00
WDS      28.400   0.190    0.67%    1,288   36,579.20     244.72
TOTAL                                    1,333,552.21  13,213.70
