Portfolio value change between 2026-06-12 and 2026-06-15

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.510   0.095   6.71%  153,181  231,303.31  14,552.19
AMP       1.555   0.040   2.64%   70,000  108,850.00   2,800.00
ASM       1.300   0.030   2.36%   57,458   74,695.40   1,723.74
BHP      65.180   2.250   3.58%   10,000  651,800.00  22,500.00
CAN       0.004   0.000   0.00%   44,090      176.36       0.00
CBA     161.790   2.280   1.43%        0        0.00       0.00
CNB       0.700   0.060   9.38%   10,000    7,000.00     600.00
CSL     105.530  -1.980  -1.84%    3,000  316,590.00  -5,940.00
E25       0.255   0.005   2.00%   20,000    5,100.00     100.00
ERA       0.002   0.000   0.00%  700,000    1,400.00       0.00
PTR       0.105   0.005   5.00%    9,412      988.26      47.06
VML       0.110   0.010  10.00%    6,000      660.00      60.00
WBC      35.320   0.320   0.91%        0        0.00       0.00
WDS      29.460  -1.770  -5.67%    1,288   37,944.48  -2,279.76
TOTAL                                   1,436,507.81  34,163.24
