Portfolio value change between 2025-12-18 and 2025-12-19

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.215   0.045   3.85%  153,181  186,114.92   6,893.15
AMP       1.840   0.025   1.38%   70,000  128,800.00   1,750.00
ASM       0.630   0.035   5.88%   57,458   36,198.54   2,011.03
BHP      44.360  -0.520  -1.16%   16,361  725,773.96  -8,507.72
CAN       0.009   0.001  12.50%   44,090      396.81      44.09
CBA     157.750   2.750   1.77%        0        0.00       0.00
CNB       0.415  -0.025  -5.68%   10,000    4,150.00    -250.00
E25       0.285   0.000   0.00%   20,000    5,700.00       0.00
ERA       0.002   0.000   0.00%  700,000    1,400.00       0.00
PTR       0.257   0.012   4.90%    9,412    2,418.88     112.94
VML       0.190   0.000   0.00%    6,000    1,140.00       0.00
WBC      38.760   0.510   1.33%        0        0.00       0.00
WDS      22.800   0.000   0.00%    1,288   29,366.40       0.00
TOTAL                                   1,121,459.51   2,053.49
