Portfolio value change between 2026-09-10 and 2026-09-11

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.860  -0.030  -1.59%  153,181  284,916.66   -4,595.43
AMP       2.460  -0.020  -0.81%   70,000  172,200.00   -1,400.00
ASM       0.000   0.000   0.00%   57,458        0.00        0.00
BHP      60.870  -2.570  -4.05%    8,000  486,960.00  -20,560.00
CAN       0.005   0.000   0.00%   44,090      220.45        0.00
CBA     154.190   0.990   0.65%        0        0.00        0.00
CNB       0.945  -0.030  -3.08%   10,000    9,450.00     -300.00
CSL     167.100  -2.400  -1.42%    4,000  668,400.00   -9,600.00
E25       0.275   0.005   1.85%   20,000    5,500.00      100.00
ERA       0.002   0.000   0.00%  700,000    1,400.00        0.00
PTR       0.100  -0.005  -4.76%    9,412      941.20      -47.06
VML       0.087  -0.007  -7.45%    6,000      522.00      -42.00
WBC      34.220   0.370   1.09%        0        0.00        0.00
WDS      32.860  -0.060  -0.18%    1,288   42,323.68      -77.28
TOTAL                                   1,672,833.99  -36,521.77
