Portfolio value change between 2026-08-17 and 2026-08-18

Ticker    Close     +/-         %    Units       Value   Day Gain
ALK       1.620   0.025     1.57%  153,181  248,153.22   3,829.53
AMP       2.310   0.010     0.43%   70,000  161,700.00     700.00
ASM       1.215  -0.025    -2.02%   57,458   69,811.47  -1,436.45
BHP      64.205   2.005     3.22%   11,065  710,428.32  22,185.32
CAN       0.003   0.000     0.00%   44,090      132.27       0.00
CBA     163.190  -1.810    -1.10%        0        0.00       0.00
CNB       0.905   0.000     0.00%   10,000    9,050.00       0.00
CSL     155.520  20.920    15.54%    4,000  622,080.00  83,680.00
E25       0.275   0.000     0.00%   20,000    5,500.00       0.00
ERA       0.000  -0.002  -100.00%  700,000        0.00  -1,400.00
PTR       0.130   0.000     0.00%    9,412    1,223.56       0.00
VML       0.100  -0.002    -1.96%    6,000      600.00     -12.00
WBC      34.620  -0.450    -1.28%        0        0.00       0.00
WDS      33.090   0.240     0.73%    1,288   42,619.92     309.12
TOTAL                                     1,871,298.77 107,855.52
