Portfolio value change between 2026-03-03 and 2026-03-04

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.647  -0.078  -4.52%  153,181  252,289.11  -11,948.12
AMP       1.210  -0.010  -0.82%   70,000   84,700.00     -700.00
ASM       1.560  -0.115  -6.87%   57,458   89,634.48   -6,607.67
BHP      55.560  -2.140  -3.71%   16,361  909,017.16  -35,012.54
CAN       0.007   0.000   0.00%   44,090      308.63        0.00
CBA     171.830  -2.150  -1.24%        0        0.00        0.00
CNB       0.490  -0.020  -3.92%   10,000    4,900.00     -200.00
E25       0.325  -0.005  -1.52%   20,000    6,500.00     -100.00
ERA       0.003   0.000   0.00%  700,000    2,100.00        0.00
PTR       0.200   0.000   0.00%    9,412    1,882.40        0.00
VML       0.170   0.000   0.00%    6,000    1,020.00        0.00
WBC      41.080  -0.720  -1.72%        0        0.00        0.00
WDS      30.655   0.175   0.57%    1,288   39,483.64      225.40
TOTAL                                   1,391,835.42  -54,342.93
