Portfolio value change between 2026-04-16 and 2026-04-17

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.810  -0.045  -2.43%  153,181  277,257.61  -6,893.14
AMP       1.425  -0.020  -1.38%   70,000   99,750.00  -1,400.00
ASM       1.595  -0.005  -0.31%   57,458   91,645.51    -287.29
BHP      55.920   0.000   0.00%   16,361  914,907.12       0.00
CAN       0.006   0.001  20.00%   44,090      264.54      44.09
CBA     178.230   0.120   0.07%        0        0.00       0.00
CNB       0.465  -0.010  -2.11%   10,000    4,650.00    -100.00
E25       0.325  -0.010  -2.99%   20,000    6,500.00    -200.00
ERA       0.004   0.000   0.00%  700,000    2,800.00       0.00
PTR       0.110   0.000   0.00%    9,412    1,035.32       0.00
VML       0.150   0.015  11.11%    6,000      900.00      90.00
WBC      39.730  -0.290  -0.72%        0        0.00       0.00
WDS      32.730  -0.080  -0.24%    1,288   42,156.24    -103.04
TOTAL                                   1,441,866.34  -8,849.39
