Portfolio value change between 2026-07-20 and 2026-07-21

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.315  -0.005  -0.38%  153,181  201,433.01    -765.91
AMP       2.110   0.020   0.96%   70,000  147,700.00   1,400.00
ASM       1.000   0.015   1.52%   57,458   57,458.00     861.87
BHP      58.290   0.750   1.30%   11,065  644,978.85   8,298.75
CAN       0.004   0.000   0.00%   44,090      176.36       0.00
CBA     170.490  -0.710  -0.41%        0        0.00       0.00
CNB       0.495   0.005   1.02%   10,000    4,950.00      50.00
CSL     121.380  -1.230  -1.00%    3,450  418,761.00  -4,243.50
E25       0.225   0.005   2.27%   20,000    4,500.00     100.00
ERA       0.002   0.000   0.00%  700,000    1,400.00       0.00
PTR       0.079  -0.003  -3.66%    9,412      743.55     -28.24
VML       0.100   0.000   0.00%    6,000      600.00       0.00
WBC      36.220  -0.440  -1.20%        0        0.00       0.00
WDS      31.250   0.350   1.13%    1,288   40,250.00     450.80
TOTAL                                   1,522,950.77   6,123.78
