Portfolio value change between 2025-12-31 and 2026-01-02

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.38,0.035,2.60%,153181,211389.78,5361.33
AMP,1.83,0.01,0.55%,70000,128100.0,700.0
ASM,0.705,0.01,1.44%,57458,40507.89,574.58
BHP,45.76,0.27,0.59%,16361,748679.36,4417.47
CAN,0.009,0.0,0.00%,44090,396.81,0.0
CBA,161.12,0.55,0.34%,0,0.0,0.0
CNB,0.49,0.04,8.89%,10000,4900.0,400.0
E25,0.33,0.01,3.13%,20000,6600.0,200.0
ERA,0.003,0.0,0.00%,700000,2100.0,0.0
PTR,0.3,0.025,9.09%,9412,2823.6,235.3
VML,0.17,0.0,0.00%,6000,1020.0,0.0
WBC,38.95,0.35,0.91%,0,0.0,0.0
WDS,23.66,0.07,0.30%,1288,30474.08,90.16
TOTAL,,,,,1176991.52,11978.84
