Portfolio value change between 2026-07-02 and 2026-07-03

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.44,0.09,6.67%,153181,220580.64,13786.29
AMP,1.715,0.035,2.08%,70000,120050.0,2450.0
ASM,1.16,-0.035,-2.93%,57458,66651.28,-2011.03
BHP,60.5,0.93,1.56%,9000,544500.0,8370.0
CAN,0.004,0.0,0.00%,44090,176.36,0.0
CBA,165.02,3.88,2.41%,0,0.0,0.0
CNB,0.6,0.005,0.84%,10000,6000.0,50.0
CSL,121.81,4.06,3.45%,3000,365430.0,12180.0
E25,0.225,0.005,2.27%,20000,4500.0,100.0
ERA,0.002,0.0,0.00%,700000,1400.0,0.0
PTR,0.096,-0.001,-1.03%,9412,903.55,-9.41
VML,0.105,0.003,2.94%,6000,630.0,18.0
WBC,35.69,0.23,0.65%,0,0.0,0.0
WDS,27.87,-0.16,-0.57%,1288,35896.56,-206.08
TOTAL,,,,,1366718.39,34727.77
