Portfolio value change between 2026-07-21 and 2026-07-22

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.355,0.04,3.04%,153181,207560.26,6127.24
AMP,2.13,0.02,0.95%,70000,149100.0,1400.0
ASM,1.085,0.085,8.50%,57458,62341.93,4883.93
BHP,59.76,1.47,2.52%,11065,661244.4,16265.55
CAN,0.004,0.0,0.00%,44090,176.36,0.0
CBA,171.69,1.2,0.70%,0,0.0,0.0
CNB,0.505,0.01,2.02%,10000,5050.0,100.0
CSL,117.94,-3.44,-2.83%,3450,406893.0,-11868.0
E25,0.24,0.015,6.67%,20000,4800.0,300.0
ERA,0.0,-0.002,-100.00%,700000,0.0,-1400.0
PTR,0.079,0.0,0.00%,9412,743.55,0.0
VML,0.1,0.0,0.00%,6000,600.0,0.0
WBC,36.34,0.12,0.33%,0,0.0,0.0
WDS,31.65,0.4,1.28%,1288,40765.2,515.2
TOTAL,,,,,1539274.69,16323.92
