Portfolio value change between 2026-07-17 and 2026-07-20

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.32,0.015,1.15%,153181,202198.92,2297.72
AMP,2.09,0.07,3.47%,70000,146300.0,4900.0
ASM,0.985,-0.04,-3.90%,57458,56596.13,-2298.32
BHP,57.54,0.0,0.00%,11065,636680.1,0.0
CAN,0.004,0.0,0.00%,44090,176.36,0.0
CBA,171.2,-0.58,-0.34%,0,0.0,0.0
CNB,0.49,0.0,0.00%,10000,4900.0,0.0
CSL,122.61,-0.71,-0.58%,3450,423004.5,-2449.5
E25,0.22,-0.015,-6.38%,20000,4400.0,-300.0
ERA,0.0,-0.002,-100.00%,700000,0.0,-1400.0
PTR,0.082,-0.001,-1.20%,9412,771.78,-9.41
VML,0.1,0.0,0.00%,6000,600.0,0.0
WBC,36.66,0.1,0.27%,0,0.0,0.0
WDS,30.9,0.44,1.44%,1288,39799.2,566.72
TOTAL,,,,,1515426.99,1307.2
