Portfolio value change between 2026-06-11 and 2026-06-12

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.415,0.04,2.91%,153181,216751.12,6127.24
AMP,1.515,-0.02,-1.30%,70000,106050.0,-1400.0
ASM,1.27,0.1,8.55%,57458,72971.66,5745.8
BHP,62.93,2.13,3.50%,10000,629300.0,21300.0
CAN,0.004,0.001,33.33%,44090,176.36,44.09
CBA,159.51,3.09,1.98%,0,0.0,0.0
CNB,0.64,0.01,1.59%,10000,6400.0,100.0
CSL,107.51,0.28,0.26%,3000,322530.0,840.0
E25,0.25,0.01,4.17%,20000,5000.0,200.0
ERA,0.002,0.0,0.00%,700000,1400.0,0.0
PTR,0.1,0.004,4.17%,9412,941.2,37.65
VML,0.1,-0.005,-4.76%,6000,600.0,-30.0
WBC,35.0,0.5,1.45%,0,0.0,0.0
WDS,31.23,-0.29,-0.92%,1288,40224.24,-373.52
TOTAL,,,,,1402344.57,32591.26
