Portfolio value change between 2026-05-19 and 2026-05-20

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.455,-0.075,-4.90%,153181,222878.36,-11488.57
AMP,1.57,-0.025,-1.57%,70000,109900.0,-1750.0
ASM,1.32,-0.1,-7.04%,57458,75844.56,-5745.8
BHP,57.33,-1.37,-2.33%,13000,745290.0,-17810.0
CAN,0.005,0.0,0.00%,44090,220.45,0.0
CBA,162.64,-0.24,-0.15%,0,0.0,0.0
CNB,0.52,-0.01,-1.89%,10000,5200.0,-100.0
CSL,98.47,-0.22,-0.22%,2000,196940.0,-440.0
E25,0.27,-0.02,-6.90%,20000,5400.0,-400.0
ERA,0.003,0.0,0.00%,700000,2100.0,0.0
PTR,0.11,0.002,1.85%,9412,1035.32,18.82
VML,0.135,0.015,12.50%,6000,810.0,90.0
WBC,35.51,-0.88,-2.42%,0,0.0,0.0
WDS,32.5,0.22,0.68%,1288,41860.0,283.36
TOTAL,,,,,1407478.69,-37342.19
