Portfolio value change between 2026-06-10 and 2026-06-11

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.375,-0.025,-1.79%,153181,210623.88,-3829.52
AMP,1.535,0.0,0.00%,70000,107450.0,0.0
ASM,1.17,-0.06,-4.88%,57458,67225.86,-3447.48
BHP,60.8,0.6,1.00%,10000,608000.0,6000.0
CAN,0.003,-0.001,-25.00%,44090,132.27,-44.09
CBA,156.42,-3.82,-2.38%,0,0.0,0.0
CNB,0.63,0.025,4.13%,10000,6300.0,250.0
CSL,107.23,4.28,4.16%,3000,321690.0,12840.0
E25,0.24,0.02,9.09%,20000,4800.0,400.0
ERA,0.002,0.0,0.00%,700000,1400.0,0.0
PTR,0.096,-0.004,-4.00%,9412,903.55,-37.65
VML,0.105,0.0,0.00%,6000,630.0,0.0
WBC,34.5,-0.91,-2.57%,0,0.0,0.0
WDS,31.52,0.48,1.55%,1288,40597.76,618.24
TOTAL,,,,,1369753.32,12749.5
