Portfolio value change between 2025-12-12 and 2025-12-15

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.13,0.01,0.89%,153181,173094.53,1531.81
AMP,1.81,-0.035,-1.90%,70000,126700.0,-2450.0
ASM,0.575,-0.005,-0.86%,57458,33038.35,-287.29
BHP,44.27,-1.32,-2.90%,16361,724301.47,-21596.52
CAN,0.008,0.0,0.00%,44090,352.72,0.0
CBA,155.08,-0.88,-0.56%,0,0.0,0.0
CNB,0.42,-0.005,-1.18%,10000,4200.0,-50.0
E25,0.305,-0.005,-1.61%,20000,6100.0,-100.0
ERA,0.002,0.0,0.00%,700000,1400.0,0.0
PTR,0.26,-0.01,-3.70%,9412,2447.12,-94.12
VML,0.18,0.0,0.00%,6000,1080.0,0.0
WBC,38.89,0.09,0.23%,0,0.0,0.0
WDS,24.55,-0.18,-0.73%,1288,31620.4,-231.84
TOTAL,,,,,1104334.59,-23277.96
