Portfolio value change between 2026-02-11 and 2026-02-12

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.585,0.0,0.00%,153181,242791.88,0.0
AMP,1.28,-0.465,-26.65%,70000,89600.0,-32550.0
ASM,1.665,0.005,0.30%,57458,95667.57,287.29
BHP,52.09,1.02,2.00%,16361,852244.49,16688.22
CAN,0.007,0.0,0.00%,44090,308.63,0.0
CBA,178.74,9.18,5.41%,0,0.0,0.0
CNB,0.52,0.05,10.64%,10000,5200.0,500.0
E25,0.355,-0.01,-2.74%,20000,7100.0,-200.0
ERA,0.003,-0.001,-25.00%,700000,2100.0,-700.0
PTR,0.24,-0.01,-4.00%,9412,2258.88,-94.12
VML,0.175,-0.01,-5.41%,6000,1050.0,-60.0
WBC,41.0,0.73,1.81%,0,0.0,0.0
WDS,26.33,0.27,1.04%,1288,33913.04,347.76
TOTAL,,,,,1332234.49,-15780.85
