Portfolio value change between 2026-07-09 and 2026-07-10

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.415,0.05,3.66%,153181,216751.12,7659.05
AMP,1.665,0.005,0.30%,70000,116550.0,350.0
ASM,1.135,0.02,1.79%,57458,65214.83,1149.16
BHP,58.28,1.41,2.48%,9000,524520.0,12690.0
CAN,0.004,0.0,0.00%,44090,176.36,0.0
CBA,168.86,0.75,0.45%,0,0.0,0.0
CNB,0.56,0.02,3.70%,10000,5600.0,200.0
CSL,122.89,-2.64,-2.10%,3000,368670.0,-7920.0
E25,0.25,0.015,6.38%,20000,5000.0,300.0
ERA,0.002,0.0,0.00%,700000,1400.0,0.0
PTR,0.085,0.005,6.25%,9412,800.02,47.06
VML,0.11,0.0,0.00%,6000,660.0,0.0
WBC,36.54,0.34,0.94%,0,0.0,0.0
WDS,29.05,-0.25,-0.85%,1288,37416.4,-322.0
TOTAL,,,,,1342758.73,14153.27
