Portfolio value change between 2026-02-06 and 2026-02-09

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.5,0.09,6.38%,153181,229771.5,13786.29
AMP,1.675,0.025,1.52%,70000,117250.0,1750.0
ASM,1.555,0.105,7.24%,57458,89347.19,6033.09
BHP,49.73,0.94,1.93%,16361,813632.53,15379.34
CAN,0.009,0.001,12.50%,44090,396.81,44.09
CBA,159.89,0.98,0.62%,0,0.0,0.0
CNB,0.47,0.03,6.82%,10000,4700.0,300.0
E25,0.345,0.03,9.52%,20000,6900.0,600.0
ERA,0.003,-0.001,-25.00%,700000,2100.0,-700.0
PTR,0.255,0.005,2.00%,9412,2400.06,47.06
VML,0.175,0.01,6.06%,6000,1050.0,60.0
WBC,40.01,0.58,1.47%,0,0.0,0.0
WDS,25.84,0.36,1.41%,1288,33281.92,463.68
TOTAL,,,,,1300830.01,37763.55
