Portfolio value change between 2026-05-06 and 2026-05-07

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.525,0.08,5.54%,153181,233601.02,12254.48
AMP,1.525,0.0,0.00%,70000,106750.0,0.0
ASM,1.765,0.1,6.01%,57458,101413.37,5745.8
BHP,58.52,2.13,3.78%,16361,957445.72,34848.93
CAN,0.005,0.0,0.00%,44090,220.45,0.0
CBA,179.23,1.25,0.70%,0,0.0,0.0
CNB,0.475,0.02,4.40%,10000,4750.0,200.0
E25,0.28,0.0,0.00%,20000,5600.0,0.0
ERA,0.004,0.0,0.00%,700000,2800.0,0.0
PTR,0.115,0.005,4.55%,9412,1082.38,47.06
VML,0.14,-0.005,-3.45%,6000,840.0,-30.0
WBC,39.34,0.4,1.03%,0,0.0,0.0
WDS,30.49,-1.35,-4.24%,1288,39271.12,-1738.8
TOTAL,,,,,1453774.06,51327.47
