Portfolio value change between 2026-05-14 and 2026-05-15

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.515,-0.06,-3.81%,153181,232069.21,-9190.86
AMP,1.565,0.02,1.29%,70000,109550.0,1400.0
ASM,1.525,-0.06,-3.79%,57458,87623.45,-3447.48
BHP,60.46,-1.6,-2.58%,16361,989186.06,-26177.6
CAN,0.005,0.0,0.00%,44090,220.45,0.0
CBA,159.4,2.98,1.91%,0,0.0,0.0
CNB,0.59,-0.03,-4.84%,10000,5900.0,-300.0
E25,0.295,0.0,0.00%,20000,5900.0,0.0
ERA,0.003,0.0,0.00%,700000,2100.0,0.0
PTR,0.125,0.0,0.00%,9412,1176.5,0.0
VML,0.135,0.005,3.85%,6000,810.0,30.0
WBC,35.84,0.12,0.34%,0,0.0,0.0
WDS,31.25,0.63,2.06%,1288,40250.0,811.44
TOTAL,,,,,1474785.68,-36874.5
