Portfolio value change between 2026-09-23 and 2026-09-24

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.89,-0.105,-5.26%,153181,289512.09,-16084.01
AMP,2.66,0.04,1.53%,70000,186200.0,2800.0
BHP,60.95,-1.12,-1.80%,8000,487600.0,-8960.0
CAN,0.004,0.0,0.00%,44090,176.36,0.0
CBA,149.48,-1.57,-1.04%,0,0.0,0.0
CNB,0.92,-0.025,-2.65%,10000,9200.0,-250.0
CSL,179.415,0.175,0.10%,4000,717660.0,700.0
E25,0.22,-0.015,-6.38%,20000,4400.0,-300.0
EF2,16.19,-0.43,-2.59%,3045,49298.55,-1309.35
ERA,0.0,-0.002,-100.00%,700000,0.0,-1400.0
PTR,0.093,-0.002,-2.11%,9412,875.32,-18.82
VML,0.096,-0.002,-2.04%,6000,576.0,-12.0
WBC,34.145,-0.615,-1.77%,0,0.0,0.0
WDS,31.595,0.465,1.49%,1288,40694.36,598.92
TOTAL,,,,,1786192.68,-24235.26
